source_name	source_url	paper_url	title	authors	abstract	keywords	pub_date	place	category	date_seen	viewed	read	bookmarked	labelled	impactful_researcher	impactful_institution
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=6FtAXU4ean														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=AzUCfhJ9Bs														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=jS3CMHtYJD														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=YnFuUX08CE														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=5x788rqbcj														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=Izv7gBnap3														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=5JrlywYHRi														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=MDAg5Q7IsI	Predicting Dose-Response Curves with Deep Neural Networks	Pedro Alonso Campana, Paul Prasse, Tobias Scheffer	Dose-response curves characterize the relationship between the concentration of drugs and their inhibitory effect on the growth of specific types of cells. The predominant Hill-equation model of an ideal enzymatic inhibition unduly simplifies the biochemical reality of many drugs; and for these drugs the widely-used drug performance indicator of the half-inhibitory concentration $IC_{50}$ can lead to poor therapeutic recommendations and poor selections of promising drug candidates. We develop a neural model that uses an embedding of the interaction between drug molecules and the tissue transcriptome to estimate the entire dose-response curve rather than a scalar aggregate. We find that, compared to the prior state of the art, this model excels at interpolating and extrapolating the inhibitory effect of untried concentrations. Unlike prevalent parametric models, it it able to accurately predict dose-response curves of drugs on previously unseen tumor tissues as well as of previously untested drug molecules on established tumor cell lines.		2024-01-31	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=5WnKLIAX4q	Robust and Conjugate Gaussian Process Regression	Matias Altamirano, Francois-Xavier Briol, Jeremias Knoblauch	To enable closed form conditioning, a common assumption in Gaussian process (GP) regression is independent and identically distributed Gaussian observation noise. This strong and simplistic assumption is often violated in practice, which leads to unreliable inferences and uncertainty quantification. Unfortunately, existing methods for robustifying GPs break closed-form conditioning, which makes them less attractive to practitioners and significantly more computationally expensive. In this paper, we demonstrate how to perform provably robust and conjugate Gaussian process (RCGP) regression at virtually no additional cost using generalised Bayesian inference. RCGP is particularly versatile as it enables exact conjugate closed form updates in all settings where standard GPs admit them. To demonstrate its strong empirical performance, we deploy RCGP for problems ranging from Bayesian optimisation to sparse variational Gaussian processes.		2024-02-01	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=YqIIhl2ToH	Beyond the Norms: Detecting Prediction Errors in Regression Models	Andres Altieri, Marco Romanelli, Georg Pichler, Florence Alberge, Pablo Piantanida	This paper tackles the challenge of detecting unreliable behavior in regression algorithms, which may arise from intrinsic variability (e.g., aleatoric uncertainty) or modeling errors (e.g., model uncertainty). First, we formally introduce the notion of unreliability in regression, i.e., when the output of the regressor exceeds a specified discrepancy (or error). Then, using powerful tools for probabilistic modeling, we estimate the discrepancy density, and we measure its statistical diversity using our proposed metric for statistical dissimilarity. In turn, this allows us to derive a data-driven score that expresses the uncertainty of the regression outcome. We show empirical improvements in error detection for multiple regression tasks, consistently outperforming popular baseline approaches, and contributing to the broader field of uncertainty quantification and safe machine learning systems.		2024-02-01	ICML 2024							true	
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=AIXUuLCuMe	Position: Stop Making Unscientific AGI Performance Claims	Patrick Altmeyer, Andrew M. Demetriou, Antony Bartlett, Cynthia C. S. Liem	Developments in the field of Artificial Intelligence (AI), and particularly large language models (LLMs), have created a 'perfect storm’ for observing 'sparks’ of Artificial General Intelligence (AGI) that are spurious. Like simpler models, LLMs distill meaningful representations in their latent embeddings that have been shown to correlate with external variables. Nonetheless, the correlation of such representations has often been linked to human-like intelligence in the latter but not the former. We probe models of varying complexity including random projections, matrix decompositions, deep autoencoders and transformers: all of them successfully distill information that can be used to predict latent or external variables and yet none of them have previously been linked to AGI. We argue and empirically demonstrate that the finding of meaningful patterns in latent spaces of models cannot be seen as evidence in favor of AGI. Additionally, we review literature from the social sciences that shows that humans are prone to seek such patterns and anthropomorphize. We conclude that both the methodological setup and common public image of AI are ideal for the misinterpretation that correlations between model representations and some variables of interest are 'caused' by the model's understanding of underlying 'ground truth’ relationships. We, therefore, call for the academic community to exercise extra caution, and to be keenly aware of principles of academic integrity, in interpreting and communicating about AI research outcomes.		2024-02-01	ICML 2024	models							
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=kZKopcDp2q	Hyperbolic Optimizer as a Dynamical System	Nico Alvarado, Hans Lobel	During the last few years, the field of dynamical systems has been developing innovative tools to study the asymptotic behavior of different optimizers in the context of neural networks. In this work, we redefine an extensively studied optimizer, employing classical techniques from hyperbolic geometry. This new definition is linked to a non-linear differential equation as a continuous limit. Additionally, by utilizing Lyapunov stability concepts, we analyze the asymptotic behavior of its critical points.		2024-02-02	ICML 2024	training							
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=6CV1N7hhpA	Stationarity without mean reversion in improper Gaussian processes	Luca Ambrogioni	The behavior of a GP regression depends on the choice of covariance function. Stationary covariance functions are preferred in machine learning applications. However, (non-periodic) stationary covariance functions are always mean reverting and can therefore exhibit pathological behavior when applied to data that does not relax to a fixed global mean value. In this paper we show that it is possible to use improper GP priors with infinite variance to define processes that are stationary but not mean reverting. To this aim, we use of non-positive kernels that can only be defined in this limit regime. The resulting posterior distributions can be computed analytically and it involves a simple correction of the usual formulas. The main contribution of the paper is the introduction of a large family of smooth non-reverting covariance functions that closely resemble the kernels commonly used in the GP literature (e.g. squared exponential and Matérn class). By analyzing both synthetic and real data, we demonstrate that these non-positive kernels solve some known pathologies of mean reverting GP regression while retaining most of the favorable properties of ordinary smooth stationary kernels.		2024-02-01	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=WJn1BAx9aj	Robust Graph Matching when Nodes are Corrupt	Taha Ameen, Bruce Hajek	Two models are introduced to study the problem of matching two correlated graphs when some of the nodes are corrupt. In the weak model, a random subset of nodes in one or both graphs can interact randomly with their network. For this model, it is shown that no estimator can correctly recover a positive fraction of the corrupt nodes. Necessary conditions for any estimator to correctly identify and match all the uncorrupt nodes are derived, and it is shown that these conditions are also sufficient for the k-core estimator. In the strong model, an adversarially selected subset of nodes in one or both graphs can interact arbitrarily with their network. For this model, detection of corrupt nodes is impossible. Even so, we show that if only one of the networks is compromised, then under appropriate conditions, the maximum overlap estimator can correctly match a positive fraction of nodes albeit without explicitly identifying them.		2024-01-31	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=sfQH4JJ4We	Fast Algorithms for Hypergraph PageRank with Applications to Semi-Supervised Learning	Konstantinos Ameranis, Adela Frances DePavia, Lorenzo Orecchia, Erasmo Tani	A fundamental approach to semi-supervised learning is to leverage the structure of the sample space to diffuse label information from annotated examples to unlabeled points. Traditional methods model the input data points as a graph and rely on fast algorithms for solving Laplacian systems of equations, such as those defining PageRank. However, previous work has demonstrated that graph-based models fail to capture higher-order relations, such as group membership, which are better modeled by hypergraphs. Unfortunately, the scalable application of hypergraph models has been hampered by the non-linearity of the hypergraph Laplacian. In this paper, we present highly scalable algorithms for hypergraph primitives, such as hypergraph PageRank vectors and hypergraph Laplacian systems, over general families of hypergraphs. In addition to giving strong theoretical guarantees, we empirically showcase the speed of our algorithms on benchmark instances of semi-supervised learning on categorical data. We exploit their generality to improve semi-supervised manifold clustering via hypergraph models. By providing significant speed-ups on fundamental hypergraph tasks, our algorithms enable the deployment of hypergraph models on a massive scale.		2024-02-02	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=5M4Qa9AqY7	Scalable and Flexible Causal Discovery with an Efficient Test for Adjacency	Alan Nawzad Amin, Andrew Gordon Wilson	To make accurate predictions, understand mechanisms, and design interventions in systems of many variables, we wish to learn causal graphs from large scale data. Unfortunately the space of all possible causal graphs is enormous so scalably and accurately searching for the best fit to the data is a challenge. In principle we could substantially decrease the search space, or learn the graph entirely, by testing the conditional independence of variables. However, deciding if two variables are adjacent in a causal graph may require an exponential number of tests. Here we build a scalable and flexible method to evaluate if two variables are adjacent in a causal graph, the Differentiable Adjacency Test (DAT). DAT replaces an exponential number of tests with a provably equivalent relaxed problem. It then solves this problem by training two neural networks. We build a graph learning method based on DAT, DAT-Graph, that can also learn from data with interventions. DAT-Graph can learn graphs of 1000 variables with state of the art accuracy. Using the graph learned by DAT-Graph, we also build models that make much more accurate predictions of the effects of interventions on large scale RNA sequencing data.		2024-02-01	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=8h0x12p3zq	Generalization Error of Graph Neural Networks in the Mean-field Regime	Gholamali Aminian, Yixuan He, Gesine Reinert, Lukasz Szpruch, Samuel N. Cohen	This work provides a theoretical framework for assessing the generalization error of graph neural networks in the over-parameterized regime, where the number of parameters surpasses the quantity of data points. We explore two widely utilized types of graph neural networks: graph convolutional neural networks and message passing graph neural networks. Prior to this study, existing bounds on the generalization error in the over-parametrized regime were uninformative, limiting our understanding of over-parameterized network performance. Our novel approach involves deriving upper bounds within the mean-field regime for evaluating the generalization error of these graph neural networks. We establish upper bounds with a convergence rate of $O(1/n)$, where $n$ is the number of graph samples. These upper bounds offer a theoretical assurance of the networks' performance on unseen data in the challenging over-parameterized regime and overall contribute to our understanding of their performance.		2024-01-31	ICML 2024	models							
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=C64clssMVU	Scalable Online Exploration via Coverability	Philip Amortila, Dylan J Foster, Akshay Krishnamurthy	Exploration is a major challenge in reinforcement learning, especially for high-dimensional domains that require function approximation. We propose exploration objectives---policy optimization objectives that enable downstream maximization of any reward function---as a conceptual framework to systematize the study of exploration. We introduce a new objective, L1-Coverage, which generalizes previous exploration schemes and supports three fundamental desiderata: 1. *Intrinsic complexity control.* L1-Coverage is associated with a structural parameter, L1-Coverability, which reflects the intrinsic statistical difficulty of the underlying MDP, subsuming Block and Low-Rank MDPs. 2. *Efficient planning.* For a known MDP, L1-Coverage efficiently reduces to standard policy optimization, allowing flexible integration with off-the-shelf methods such as policy gradient and Q-learning approaches. 3. *Efficient exploration.* L1-Coverage enables the first computationally efficient model-based and model-free algorithms for online (reward-free or reward-driven) reinforcement learning in MDPs with low coverability. Empirically, we find that L1-Coverage effectively drives off-the-shelf policy optimization algorithms to explore the state space.		2024-01-20	ICML 2024	training						true	true
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=URtUYfC3GA	WAVES: Benchmarking the Robustness of Image Watermarks	Bang An, Mucong Ding, Tahseen Rabbani, Aakriti Agrawal, Yuancheng Xu, Chenghao Deng, Sicheng Zhu, Abdirisak Mohamed, Yuxin Wen, Tom Goldstein, Furong Huang	In the burgeoning age of generative AI, watermarks act as identifiers of provenance and artificial content. We present WAVES (Watermark Analysis via Enhanced Stress-testing), a benchmark for assessing image watermark robustness, overcoming the limitations of current evaluation methods. WAVES integrates detection and identification tasks and establishes a standardized evaluation protocol comprised of a diverse range of stress tests. The attacks in WAVES range from traditional image distortions to advanced, novel variations of diffusive, and adversarial attacks. Our evaluation examines two pivotal dimensions: the degree of image quality degradation and the efficacy of watermark detection after attacks. Our novel, comprehensive evaluation reveals previously undetected vulnerabilities of several modern watermarking algorithms. We envision WAVES as a toolkit for the future development of robust watermarks.		2024-01-31	ICML 2024	vision						true	true
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=If4xW9vF7U	Training-Free Long-Context Scaling of Large Language Models	Chenxin An, Fei Huang, Jun Zhang, Shansan Gong, Xipeng Qiu, Chang Zhou, Lingpeng Kong	The ability of Large Language Models (LLMs) to process and generate coherent text is markedly weakened when the number of input tokens exceeds their pretraining length. Given the expensive overhead of finetuning large-scale models with longer sequences, we propose a training-free approach named Dual Chunk Attention (DCA), which enables Llama2 70B to support context windows of up to 100k tokens. By decomposing the attention computation for long sequences into chunk-based modules, DCA manages to effectively capture the relative positional information of tokens within the same chunk (Intra-Chunk) and across distinct chunks (Inter-Chunk), as well as integrates seamlessly with Flash Attention. In addition to its impressive extrapolation capability, DCA achieves performance on practical long-context tasks that is comparable to or even better than that of models built through continual training. All code and data used in this work are released at https://github.com/HKUNLP/ChunkLlama.		2024-02-02	ICML 2024	models						true	true
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=3KxPo62PYn	Navigating Scaling Laws: Compute Optimality in Adaptive Model Training	Sotiris Anagnostidis, Gregor Bachmann, Imanol Schlag, Thomas Hofmann	In recent years, the state-of-the-art in deep learning has been dominated by very large models that have been pre-trained on vast amounts of data. The paradigm is very simple: investing more computational resources (optimally) leads to better performance, and even predictably so; neural scaling laws have been derived that accurately forecast the performance of a network for a desired level of compute. This leads to the notion of a 'compute-optimal' model, i.e. a model that allocates a given level of compute during training optimally to maximize performance. In this work, we extend the concept of optimality by allowing for an 'adaptive' model, i.e. a model that can change its shape during training. By doing so, we can design adaptive models that optimally traverse between the underlying scaling laws and outpace their `static' counterparts, leading to a significant reduction in the required compute to reach a given target performance. We show that our approach generalizes across modalities and different shape parameters.		2024-02-01	ICML 2024	models						true	true
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=iOEReiiTit	Adaptive Hierarchical Certification for Segmentation using Randomized Smoothing	Alaa Anani, Tobias Lorenz, Bernt Schiele, Mario Fritz	Certification for machine learning is proving that no adversarial sample can evade a model within a range under certain conditions, a necessity for safety-critical domains. Common certification methods for segmentation use a flat set of fine-grained classes, leading to high abstain rates due to model uncertainty across many classes. We propose a novel, more practical setting, which certifies pixels within a multi-level hierarchy, and adaptively relaxes the certification to a coarser level for unstable components classic methods would abstain from, effectively lowering the abstain rate whilst providing more certified semantically meaningful information. We mathematically formulate the problem setup, introduce an adaptive hierarchical certification algorithm and prove the correctness of its guarantees. Since certified accuracy does not take the loss of information into account for coarser classes, we introduce the Certified Information Gain ($\mathrm{CIG}$) metric, which is proportional to the class granularity level. Our extensive experiments on the datasets Cityscapes, PASCAL-Context, ACDC and COCO-Stuff demonstrate that our adaptive algorithm achieves a higher $\mathrm{CIG}$ and lower abstain rate compared to the current state-of-the-art certification method. Our code can be found here: [https://github.com/AlaaAnani/adaptive-certify](https://github.com/AlaaAnani/adaptive-certify).		2024-02-01	ICML 2024	safety						true	
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=dSrdnhLS2h	Adaptive Observation Cost Control for Variational Quantum Eigensolvers	Christopher J. Anders, Kim Andrea Nicoli, Bingting Wu, Naima Elosegui, Samuele Pedrielli, Lena Funcke, Karl Jansen, Stefan Kühn, Shinichi Nakajima	The objective to be minimized in the variational quantum eigensolver (VQE) has a restricted form, which allows a specialized sequential minimal optimization (SMO) that requires only a few observations in each iteration. However, the SMO iteration is still costly due to the observation noise---one *observation* at a point typically requires averaging over hundreds to thousands of repeated quantum *measurement shots* for achieving a reasonable noise level. In this paper, we propose an adaptive cost control method, named *subspace in confident region* (SubsCoRe), for SMO. SubsCoRe uses the Gaussian process (GP) surrogate, and requires it to have low uncertainty over the subspace being updated, so that optimization in each iteration is performed with guaranteed accuracy. Adaptive cost control is performed by setting the required accuracy according to the progress of the optimization, and identifying the minimum number of measurement shots, as well as their distribution, satisfying the SubsCoRe requirement.		2024-02-02	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=gqA8ZHO0j8	Fast, Scalable, Warm-Start Semidefinite Programming with Spectral Bundling and Sketching	Rico Angell, Andrew McCallum	While semidefinite programming (SDP) has traditionally been limited to moderate-sized problems, recent algorithms augmented with matrix sketching techniques have enabled solving larger SDPs. However, these methods achieve scalability at the cost of an increase in the number of necessary iterations, resulting in slower convergence as the problem size grows. Furthermore, they require iteration-dependent parameter schedules that prohibit effective utilization of warm-start initializations important in practical applications with incrementally-arriving data or mixed-integer programming. We present Unified Spectral Bundling with Sketching (USBS), a provably correct, fast and scalable algorithm for solving massive SDPs that can leverage a warm-start initialization to further accelerate convergence. Our proposed algorithm is a spectral bundle method for solving general SDPs containing both equality and inequality constraints. Moveover, when augmented with an optional matrix sketching technique, our algorithm achieves the dramatically improved scalability of previous work while sustaining convergence speed. We empirically demonstrate the effectiveness of our method across multiple applications, with and without warm-starting. For example, USBS provides a 500x speed-up over the state-of-the-art scalable SDP solver on an instance with over 2 billion decision variables. We make our implementation in pure JAX publicly available.		2024-02-01	ICML 2024							true	
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=2XkRIijUKw	Online conformal prediction with decaying step sizes	Anastasios Nikolas Angelopoulos, Rina Barber, Stephen Bates	We introduce a method for online conformal prediction with decaying step sizes. Like previous methods, ours possesses a retrospective guarantee of coverage for arbitrary sequences. However, unlike previous methods, we can simultaneously estimate a population quantile when it exists. Our theory and experiments indicate substantially improved practical properties: in particular, when the distribution is stable, the coverage is close to the desired level *for every time point*, not just on average over the observed sequence.		2024-02-02	ICML 2024								
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=zMGUDsPopK	A Rate-Distortion View of Uncertainty Quantification	Ifigeneia Apostolopoulou, Benjamin Eysenbach, Frank Nielsen, Artur Dubrawski	In supervised learning, understanding an input’s proximity to the training data can help a model decide whether it has sufficient evidence for reaching a reliable prediction. While powerful probabilistic models such as Gaussian Processes naturally have this property, deep neural networks often lack it. In this paper, we introduce Distance Aware Bottleneck (DAB), i.e., a new method for enriching deep neural networks with this property. Building on prior information bottleneck approaches, our method learns a codebook that stores a compressed representation of all inputs seen during training. The distance of a new example from this codebook can serve as an uncertainty estimate for the example. The resulting model is simple to train and provides deterministic uncertainty estimates by a single forward pass. Finally, our method achieves better out-of-distribution (OOD) detection and misclassification prediction than prior methods, including expensive ensemble methods, deep kernel Gaussian Processes, and approaches based on the standard information bottleneck.		2024-01-17	ICML 2024	models							
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=S3xqyEaST9														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=lQzmDFlsHX														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=yh6Y7ppf46														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=6Zl9rv6PDx														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=ZSQAf5YlvN														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=e93ffDcpH3														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=1JgCpZS17T														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=uCdcXRuHnC														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=jP1zeEqHli														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=pftXzp6Yn3														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=PTGJOUlQ68														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=JPNBFWQ9H2														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=uyhjKoaIQa														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=6L4K5jmSJq														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=CyEJn71Z00														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=71ktaA3ihI														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=WUQ4YzIQt2														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=B5g6y7JlMw														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=7PXSc5fURu														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=EDEISRmi6X														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=vsOF7qDNhl														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=8STOjGCkfH														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=7XZKzQtooN														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=GBxflz0qdX														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=76zq8Wkl6Z														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=aA2326y3hf														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=PYDCwWvbG7														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=2NUGeV64y2														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=leJGQCron2														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=AOJCCFTlfJ														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=8ho1l6RZNB														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=SZ0JnRxi0x														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=q0lxAs5GGO														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=0tPBk24xNj														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=qeFgvVVAJ2														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=glfcwSsks8														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=XsDWw1Mn2p														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=FpbKoIPHxb														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=HTMFUKAm8B														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=Eew3yUQQtE														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=b9uHveqszc														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=AD5QC1BTJL														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=KLmWRMg6nL														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=rJVjQSQ8ye														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=HOG80Yk4Gw														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=uUeXaKLE1I														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=z3PUNzdmGs														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=gUFufRkzjV														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=yHRxnhKyEJ														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=aRZjRj41WQ														
ICML	https://proceedings.mlr.press/v235/	https://openreview.net/forum?id=pmcusTywXO	Graph Out-of-Distribution Detection Goes Neighborhood Shaping	Tianyi Bao, Qitian Wu, Zetian Jiang, Yiting Chen, Jiawei Sun, Junchi Yan	Despite the rich line of research works on out-of-distribution (OOD) detection on images, the literature on OOD detection for interdependent data, e.g., graphs, is still relatively limited. To fill this gap, we introduce TopoOOD as a principled approach that accommodates graph topology and neighborhood context for detecting OOD node instances on graphs. Meanwhile, we enrich the experiment settings by splitting in-distribution (ID) and OOD data based on distinct topological distributions, which presents new benchmarks for a more comprehensive analysis of graph-based OOD detection. The latter is designed to thoroughly assess the performance of these discriminators under distribution shifts involving structural information, providing a rigorous evaluation of methods in the emerging area of OOD detection on graphs. Our experimental results show the competitiveness of the proposed model across multiple datasets, as evidenced by up to a 15% increase in the AUROC and a 50% decrease in the FPR compared to existing state-of-the-art methods.		2024-01-30	ICML 2024							true	
